Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases
1778,18,Male,Sneakers,Footwear,44,Winter,4.7,No,No,No,4,Fortnightly
1779,49,Male,Belt,Accessories,94,Winter,4.9,No,No,No,8,Bi-Weekly
1780,29,Male,Scarf,Accessories,62,Winter,4.3,No,No,No,41,Weekly
1781,67,Male,Jewelry,Accessories,81,Summer,4.2,No,No,No,49,Weekly
1782,31,Male,T-shirt,Clothing,33,Fall,3.7,No,No,No,49,Quarterly
1783,52,Male,Pants,Clothing,88,Fall,2.7,No,No,No,40,Fortnightly
1784,42,Male,Handbag,Accessories,49,Winter,3.3,No,No,No,30,Monthly
1785,32,Male,Backpack,Accessories,31,Summer,4.8,No,No,No,4,Quarterly
1786,47,Male,Gloves,Accessories,29,Fall,4.1,No,No,No,22,Monthly
1787,45,Male,Jacket,Outerwear,34,Spring,4.6,No,No,No,22,Monthly
1788,20,Male,Sweater,Clothing,38,Fall,4.9,No,No,No,10,Quarterly
1789,66,Male,Blouse,Clothing,41,Summer,3.1,No,No,No,23,Bi-Weekly
1790,52,Male,Blouse,Clothing,34,Spring,3,No,No,No,43,Quarterly
1791,50,Male,Gloves,Accessories,26,Summer,3.7,No,No,No,31,Bi-Weekly
1792,62,Male,Jeans,Clothing,98,Winter,4,No,No,No,38,Annually
1793,38,Male,Sneakers,Footwear,59,Fall,3,No,No,No,22,Every 3 Months
1794,65,Male,Hat,Accessories,92,Fall,3.8,No,No,No,45,Every 3 Months
1795,60,Male,Backpack,Accessories,40,Spring,3.7,No,No,No,21,Fortnightly
1796,68,Male,Jeans,Clothing,20,Fall,4,No,No,No,9,Fortnightly
1797,62,Male,Skirt,Clothing,35,Spring,3.1,No,No,No,34,Weekly
1798,62,Male,Belt,Accessories,35,Spring,3.9,No,No,No,26,Weekly
1799,40,Male,Dress,Clothing,82,Winter,3.7,No,No,No,1,Weekly
1800,32,Male,Hoodie,Clothing,48,Fall,3.9,No,No,No,47,Weekly
1801,22,Male,Coat,Outerwear,58,Winter,2.7,No,No,No,30,Weekly
1802,33,Male,Sweater,Clothing,57,Spring,3.9,No,No,No,48,Fortnightly
1803,57,Male,Shorts,Clothing,96,Winter,2.6,No,No,No,31,Bi-Weekly
1804,60,Male,Sneakers,Footwear,97,Summer,3.5,No,No,No,33,Fortnightly
1805,30,Male,Sweater,Clothing,42,Winter,4.4,No,No,No,39,Weekly
1806,41,Male,T-shirt,Clothing,62,Spring,4.9,No,No,No,46,Weekly
1807,58,Male,Handbag,Accessories,67,Fall,3.9,No,No,No,24,Annually
1808,34,Male,Sneakers,Footwear,46,Summer,3.5,No,No,No,37,Fortnightly
1809,67,Male,Jacket,Outerwear,71,Spring,4.3,No,No,No,7,Monthly
1810,58,Male,Backpack,Accessories,99,Fall,3.4,No,No,No,6,Fortnightly
1811,41,Male,Jeans,Clothing,28,Fall,2.7,No,No,No,16,Bi-Weekly
1812,42,Male,Belt,Accessories,77,Summer,3.6,No,No,No,33,Annually
1813,50,Male,Boots,Footwear,63,Summer,4.9,No,No,No,18,Bi-Weekly
1814,40,Male,Shorts,Clothing,62,Spring,3.5,No,No,No,24,Weekly
1815,32,Male,Jeans,Clothing,92,Summer,3.8,No,No,No,24,Quarterly
1816,51,Male,Shoes,Footwear,72,Winter,4.5,No,No,No,48,Every 3 Months
1817,26,Male,Hat,Accessories,79,Summer,4,No,No,No,4,Weekly
1818,32,Male,T-shirt,Clothing,27,Summer,4.7,No,No,No,20,Weekly
1819,58,Male,Sunglasses,Accessories,39,Fall,3.8,No,No,No,47,Every 3 Months
1820,51,Male,Socks,Clothing,86,Spring,4.5,No,No,No,50,Quarterly
1821,19,Male,Shirt,Clothing,94,Fall,5,No,No,No,31,Monthly
1822,57,Male,Shorts,Clothing,53,Spring,2.8,No,No,No,29,Quarterly
1823,66,Male,Shirt,Clothing,85,Summer,4.4,No,No,No,4,Annually
1824,62,Male,Socks,Clothing,50,Fall,4.7,No,No,No,40,Bi-Weekly
1825,58,Male,Pants,Clothing,47,Winter,3.8,No,No,No,31,Monthly
1826,23,Male,Boots,Footwear,75,Winter,4.9,No,No,No,41,Weekly
1827,45,Male,T-shirt,Clothing,60,Winter,4.2,No,No,No,44,Annually
1828,20,Male,T-shirt,Clothing,36,Spring,4.9,No,No,No,31,Weekly
1829,33,Male,Coat,Outerwear,80,Spring,3.9,No,No,No,45,Every 3 Months
1830,30,Male,Hat,Accessories,96,Spring,4.9,No,No,No,50,Quarterly
1831,50,Male,Sunglasses,Accessories,80,Winter,4.8,No,No,No,7,Annually
1832,62,Male,Blouse,Clothing,71,Summer,3.3,No,No,No,5,Every 3 Months
1833,69,Male,Jewelry,Accessories,29,Fall,4.6,No,No,No,48,Monthly
1834,34,Male,Jewelry,Accessories,53,Spring,4.5,No,No,No,19,Fortnightly
1835,49,Male,Skirt,Clothing,35,Summer,4.1,No,No,No,39,Fortnightly
1836,65,Male,Scarf,Accessories,75,Fall,3.2,No,No,No,45,Quarterly
1837,66,Male,Pants,Clothing,52,Fall,4.2,No,No,No,35,Monthly
1838,41,Male,Hat,Accessories,77,Winter,4.8,No,No,No,8,Monthly
1839,37,Male,Gloves,Accessories,24,Fall,4.1,No,No,No,11,Quarterly
1840,32,Male,Shirt,Clothing,78,Winter,3.7,No,No,No,32,Annually
1841,42,Male,Sandals,Footwear,98,Winter,2.6,No,No,No,46,Every 3 Months
1842,31,Male,Socks,Clothing,57,Winter,3,No,No,No,7,Every 3 Months
1843,61,Male,Handbag,Accessories,78,Summer,4.4,No,No,No,1,Annually
1844,36,Male,Jacket,Outerwear,76,Fall,4.7,No,No,No,32,Monthly
1845,60,Male,Shorts,Clothing,26,Spring,2.7,No,No,No,31,Annually
1846,51,Male,Sandals,Footwear,78,Winter,2.8,No,No,No,39,Quarterly
1847,68,Male,Scarf,Accessories,53,Summer,2.9,No,No,No,9,Quarterly
1848,46,Male,Sandals,Footwear,100,Summer,4.4,No,No,No,49,Weekly
1849,19,Male,Jeans,Clothing,73,Winter,2.7,No,No,No,34,Every 3 Months
1850,30,Male,Skirt,Clothing,40,Winter,4.5,No,No,No,35,Monthly
1851,51,Male,Gloves,Accessories,76,Winter,2.8,No,No,No,50,Weekly
1852,28,Male,Skirt,Clothing,80,Fall,3.1,No,No,No,4,Fortnightly
1853,41,Male,Sweater,Clothing,80,Winter,3.8,No,No,No,32,Weekly
1854,29,Male,Blouse,Clothing,67,Spring,2.9,No,No,No,11,Fortnightly
1855,25,Male,Sweater,Clothing,61,Spring,3.8,No,No,No,49,Annually
1856,60,Male,Shirt,Clothing,76,Spring,4.7,No,No,No,9,Annually
1857,63,Male,Jewelry,Accessories,55,Summer,3.2,No,No,No,30,Bi-Weekly
1858,51,Male,T-shirt,Clothing,85,Summer,4,No,No,No,33,Monthly
1859,22,Male,Scarf,Accessories,69,Spring,4.9,No,No,No,8,Annually
1860,54,Male,Belt,Accessories,26,Summer,3.7,No,No,No,29,Fortnightly
1861,18,Male,T-shirt,Clothing,64,Summer,4.8,No,No,No,4,Monthly
1862,29,Male,Sneakers,Footwear,60,Fall,3.6,No,No,No,19,Monthly
1863,59,Male,Gloves,Accessories,36,Winter,4.6,No,No,No,10,Fortnightly
1864,25,Male,Sandals,Footwear,21,Spring,4.3,No,No,No,39,Monthly
1865,19,Male,Backpack,Accessories,72,Fall,3.2,No,No,No,21,Quarterly
1866,56,Male,Pants,Clothing,62,Summer,3.8,No,No,No,12,Monthly
1867,31,Male,T-shirt,Clothing,44,Winter,4.2,No,No,No,9,Fortnightly
1868,45,Male,Skirt,Clothing,52,Fall,3.4,No,No,No,20,Quarterly
1869,23,Male,Gloves,Accessories,58,Spring,4.7,No,No,No,44,Fortnightly
1870,18,Male,Blouse,Clothing,77,Spring,3.9,No,No,No,16,Every 3 Months
1871,43,Male,Blouse,Clothing,99,Spring,4.3,No,No,No,27,Fortnightly
1872,56,Male,Jeans,Clothing,96,Fall,2.7,No,No,No,14,Every 3 Months
1873,43,Male,T-shirt,Clothing,64,Summer,4.6,No,No,No,24,Monthly
1874,64,Male,Sweater,Clothing,44,Fall,2.9,No,No,No,49,Weekly
1875,67,Male,Pants,Clothing,33,Fall,3.6,No,No,No,14,Weekly
1876,63,Male,Boots,Footwear,71,Winter,3.9,No,No,No,6,Quarterly
1877,54,Male,Skirt,Clothing,36,Fall,2.6,No,No,No,20,Quarterly
1878,69,Male,Gloves,Accessories,62,Fall,3.6,No,No,No,3,Annually
1879,34,Male,Socks,Clothing,29,Summer,3.4,No,No,No,5,Monthly
1880,56,Male,T-shirt,Clothing,33,Spring,3.5,No,No,No,46,Bi-Weekly
1881,34,Male,Blouse,Clothing,33,Fall,3.1,No,No,No,8,Monthly
1882,58,Male,Blouse,Clothing,41,Winter,4.3,No,No,No,13,Bi-Weekly
1883,44,Male,Scarf,Accessories,54,Winter,5,No,No,No,25,Quarterly
1884,25,Male,Backpack,Accessories,58,Spring,4.9,No,No,No,39,Fortnightly
1885,27,Male,Shorts,Clothing,30,Summer,4.3,No,No,No,15,Bi-Weekly
1886,26,Male,Jewelry,Accessories,53,Winter,4.4,No,No,No,35,Monthly
1887,18,Male,Gloves,Accessories,91,Spring,4.4,No,No,No,46,Bi-Weekly
1888,64,Male,Hoodie,Clothing,44,Fall,3.5,No,No,No,3,Monthly
1889,62,Male,Hoodie,Clothing,89,Winter,3.4,No,No,No,48,Weekly
1890,59,Male,Skirt,Clothing,57,Spring,2.5,No,No,No,27,Weekly
1891,36,Male,Sunglasses,Accessories,57,Spring,3.4,No,No,No,5,Weekly
1892,69,Male,Jewelry,Accessories,74,Summer,2.6,No,No,No,48,Quarterly
1893,39,Male,Jacket,Outerwear,30,Fall,4.6,No,No,No,12,Weekly
1894,28,Male,Dress,Clothing,20,Summer,3.7,No,No,No,10,Fortnightly
1895,42,Male,Hoodie,Clothing,90,Fall,2.5,No,No,No,48,Bi-Weekly
1896,31,Male,Jeans,Clothing,61,Fall,4.5,No,No,No,3,Monthly
1897,57,Male,Sandals,Footwear,51,Fall,2.9,No,No,No,19,Monthly
1898,53,Male,Sunglasses,Accessories,97,Winter,2.9,No,No,No,11,Fortnightly
1899,59,Male,Pants,Clothing,97,Fall,3.5,No,No,No,25,Monthly
1900,32,Male,Shorts,Clothing,40,Winter,4.2,No,No,No,42,Weekly
1901,65,Male,Jewelry,Accessories,85,Summer,3.3,No,No,No,34,Quarterly
1902,56,Male,Socks,Clothing,76,Winter,3.9,No,No,No,50,Quarterly
1903,31,Male,Sandals,Footwear,22,Spring,5,No,No,No,21,Monthly
1904,59,Male,Pants,Clothing,63,Summer,3.3,No,No,No,37,Weekly
1905,22,Male,T-shirt,Clothing,71,Spring,4.2,No,No,No,46,Monthly
1906,47,Male,Boots,Footwear,35,Summer,4.9,No,No,No,14,Fortnightly
1907,23,Male,Backpack,Accessories,30,Spring,4.6,No,No,No,24,Fortnightly
1908,69,Male,Skirt,Clothing,74,Fall,4.8,No,No,No,36,Every 3 Months
1909,18,Male,Scarf,Accessories,71,Winter,2.7,No,No,No,19,Bi-Weekly
1910,50,Male,Sweater,Clothing,84,Spring,4.3,No,No,No,12,Monthly
1911,29,Male,Sandals,Footwear,38,Fall,3.8,No,No,No,13,Quarterly
1912,65,Male,Jewelry,Accessories,81,Spring,4.9,No,No,No,32,Bi-Weekly
1913,29,Male,Sweater,Clothing,56,Winter,3.4,No,No,No,5,Bi-Weekly
1914,49,Male,Skirt,Clothing,48,Winter,3.6,No,No,No,29,Annually
1915,28,Male,Shorts,Clothing,97,Fall,3.4,No,No,No,40,Fortnightly
1916,51,Male,Backpack,Accessories,74,Fall,4.7,No,No,No,44,Weekly
1917,26,Male,Hoodie,Clothing,50,Winter,3,No,No,No,3,Bi-Weekly
1918,38,Male,Skirt,Clothing,71,Winter,3.4,No,No,No,35,Bi-Weekly
1919,35,Male,Skirt,Clothing,33,Summer,4.6,No,No,No,33,Monthly
1920,34,Male,Backpack,Accessories,56,Summer,3.1,No,No,No,20,Bi-Weekly
1921,51,Male,Blouse,Clothing,84,Spring,2.8,No,No,No,40,Every 3 Months
1922,47,Male,Shirt,Clothing,36,Fall,3.5,No,No,No,13,Annually
1923,18,Male,Gloves,Accessories,63,Summer,4.6,No,No,No,9,Monthly
1924,64,Male,Sandals,Footwear,36,Summer,4.3,No,No,No,7,Annually
1925,30,Male,Jacket,Outerwear,63,Fall,4.8,No,No,No,42,Quarterly
1926,59,Male,Sneakers,Footwear,32,Winter,2.9,No,No,No,44,Fortnightly
1927,66,Male,Backpack,Accessories,93,Spring,3,No,No,No,6,Annually
1928,40,Male,Pants,Clothing,29,Summer,2.9,No,No,No,8,Every 3 Months
1929,25,Male,Sunglasses,Accessories,92,Summer,3.7,No,No,No,10,Weekly
1930,59,Male,Jeans,Clothing,33,Fall,4.7,No,No,No,46,Quarterly
1931,66,Male,Pants,Clothing,52,Spring,3.5,No,No,No,26,Weekly
1932,54,Male,Jewelry,Accessories,42,Spring,2.7,No,No,No,6,Every 3 Months
1933,42,Male,Hoodie,Clothing,36,Spring,5,No,No,No,47,Every 3 Months
1934,48,Male,Sandals,Footwear,67,Summer,4.1,No,No,No,28,Annually
1935,34,Male,Jacket,Outerwear,43,Winter,2.7,No,No,No,23,Annually
1936,19,Male,Blouse,Clothing,68,Spring,4.8,No,No,No,45,Fortnightly
1937,70,Male,Jewelry,Accessories,60,Summer,4.3,No,No,No,44,Every 3 Months
1938,43,Male,Socks,Clothing,53,Summer,4.5,No,No,No,11,Monthly
1939,46,Male,Jeans,Clothing,23,Spring,3.8,No,No,No,39,Bi-Weekly
1940,66,Male,Gloves,Accessories,57,Winter,3.7,No,No,No,20,Every 3 Months
1941,50,Male,Hat,Accessories,89,Fall,3.9,No,No,No,48,Fortnightly
1942,55,Male,Shoes,Footwear,99,Winter,3.3,No,No,No,46,Quarterly
1943,63,Male,Pants,Clothing,28,Fall,3.4,No,No,No,22,Monthly
1944,32,Male,Socks,Clothing,53,Summer,3.8,No,No,No,45,Annually
1945,30,Male,Hoodie,Clothing,45,Winter,2.7,No,No,No,49,Every 3 Months
1946,35,Male,Hoodie,Clothing,38,Winter,2.9,No,No,No,9,Every 3 Months
1947,59,Male,Pants,Clothing,49,Summer,4.5,No,No,No,41,Quarterly
1948,59,Male,Shirt,Clothing,32,Summer,2.6,No,No,No,2,Monthly
1949,54,Male,T-shirt,Clothing,37,Winter,3.1,No,No,No,39,Bi-Weekly
1950,63,Male,Dress,Clothing,80,Winter,4.7,No,No,No,12,Quarterly
1951,43,Male,Backpack,Accessories,78,Summer,4.6,No,No,No,26,Every 3 Months
1952,33,Male,Gloves,Accessories,53,Summer,2.7,No,No,No,32,Bi-Weekly
1953,57,Male,Shoes,Footwear,82,Summer,4.6,No,No,No,50,Bi-Weekly
1954,25,Male,Skirt,Clothing,33,Spring,4.8,No,No,No,3,Fortnightly
1955,26,Male,Gloves,Accessories,77,Winter,4.2,No,No,No,3,Quarterly
1956,50,Male,Hoodie,Clothing,56,Winter,4.9,No,No,No,37,Monthly
1957,70,Male,Socks,Clothing,37,Winter,4.9,No,No,No,20,Fortnightly
1958,68,Male,Gloves,Accessories,54,Spring,4.5,No,No,No,26,Bi-Weekly
1959,39,Male,Shorts,Clothing,67,Winter,2.7,No,No,No,47,Quarterly
1960,46,Male,Shoes,Footwear,90,Fall,3.1,No,No,No,7,Every 3 Months
1961,57,Male,Jeans,Clothing,72,Summer,3.3,No,No,No,40,Annually
1962,47,Male,Boots,Footwear,59,Summer,2.6,No,No,No,45,Quarterly
1963,40,Male,Hat,Accessories,45,Fall,4.4,No,No,No,20,Fortnightly
1964,52,Male,Shorts,Clothing,30,Spring,3.9,No,No,No,11,Weekly
1965,40,Male,Pants,Clothing,51,Summer,4.6,No,No,No,50,Monthly
1966,67,Male,Sweater,Clothing,90,Fall,4.9,No,No,No,25,Quarterly
1967,67,Male,Jacket,Outerwear,95,Winter,3.7,No,No,No,5,Fortnightly
1968,37,Male,Dress,Clothing,81,Fall,3.7,No,No,No,4,Annually
1969,67,Male,Shirt,Clothing,70,Spring,4.2,No,No,No,25,Weekly
1970,64,Male,Dress,Clothing,32,Winter,3.5,No,No,No,11,Fortnightly
1971,28,Male,Belt,Accessories,94,Spring,2.9,No,No,No,4,Bi-Weekly
1972,54,Male,Hat,Accessories,29,Spring,3.4,No,No,No,1,Monthly
1973,54,Male,Backpack,Accessories,31,Summer,3.3,No,No,No,48,Every 3 Months
1974,24,Male,Skirt,Clothing,20,Fall,4.5,No,No,No,9,Every 3 Months
1975,27,Male,Gloves,Accessories,44,Winter,4.6,No,No,No,2,Fortnightly
1976,53,Male,Jacket,Outerwear,77,Fall,2.9,No,No,No,4,Quarterly
1977,32,Male,Handbag,Accessories,51,Spring,3.2,No,No,No,43,Fortnightly
1978,24,Male,Sandals,Footwear,49,Summer,2.6,No,No,No,32,Annually
1979,45,Male,Sunglasses,Accessories,78,Spring,3.8,No,No,No,1,Quarterly
1980,49,Male,Jeans,Clothing,98,Spring,2.8,No,No,No,38,Fortnightly
1981,51,Male,Sandals,Footwear,94,Winter,4.4,No,No,No,25,Fortnightly
1982,69,Male,Shoes,Footwear,91,Summer,4.7,No,No,No,42,Quarterly
1983,41,Male,Sunglasses,Accessories,77,Summer,2.7,No,No,No,32,Monthly
1984,59,Male,Scarf,Accessories,97,Summer,2.6,No,No,No,21,Quarterly
1985,26,Male,Skirt,Clothing,58,Summer,3.4,No,No,No,26,Fortnightly
1986,23,Male,Gloves,Accessories,97,Spring,3.9,No,No,No,6,Fortnightly
1987,62,Male,Coat,Outerwear,48,Summer,3.4,No,No,No,14,Quarterly
1988,69,Male,Belt,Accessories,23,Summer,3.4,No,No,No,4,Quarterly
1989,46,Male,Pants,Clothing,79,Winter,3.9,No,No,No,26,Weekly
1990,35,Male,Jewelry,Accessories,42,Spring,4,No,No,No,39,Bi-Weekly
1991,32,Male,Backpack,Accessories,95,Spring,3.4,No,No,No,15,Annually
1992,46,Male,Sneakers,Footwear,29,Summer,3.7,No,No,No,1,Every 3 Months
1993,33,Male,Hoodie,Clothing,98,Winter,4.9,No,No,No,28,Monthly
1994,32,Male,Blouse,Clothing,96,Spring,5,No,No,No,17,Weekly
1995,33,Male,Sunglasses,Accessories,66,Fall,2.9,No,No,No,24,Weekly
1996,67,Male,Boots,Footwear,80,Spring,3,No,No,No,29,Quarterly
1997,67,Male,Sneakers,Footwear,27,Summer,3.3,No,No,No,18,Every 3 Months
1998,42,Male,Backpack,Accessories,25,Fall,4.7,No,No,No,10,Bi-Weekly
1999,20,Male,Pants,Clothing,45,Fall,3.4,No,No,No,19,Quarterly
2000,39,Male,Socks,Clothing,89,Winter,4.6,No,No,No,26,Monthly
2001,26,Male,Belt,Accessories,27,Winter,3.6,No,No,No,25,Bi-Weekly
2002,51,Male,Sunglasses,Accessories,90,Winter,2.6,No,No,No,2,Fortnightly
2003,31,Male,Shirt,Clothing,65,Summer,2.7,No,No,No,19,Every 3 Months
2004,68,Male,Sneakers,Footwear,72,Spring,3.1,No,No,No,32,Quarterly
2005,44,Male,Shoes,Footwear,70,Fall,3.2,No,No,No,13,Bi-Weekly
2006,18,Male,Sandals,Footwear,82,Winter,3.4,No,No,No,30,Fortnightly
2007,58,Male,Scarf,Accessories,97,Fall,4.4,No,No,No,2,Annually
2008,26,Male,Shirt,Clothing,25,Summer,3.2,No,No,No,8,Quarterly
2009,57,Male,Skirt,Clothing,48,Spring,2.5,No,No,No,27,Every 3 Months
2010,37,Male,Boots,Footwear,99,Summer,3.8,No,No,No,26,Bi-Weekly
2011,24,Male,Sweater,Clothing,21,Summer,4.4,No,No,No,3,Bi-Weekly
2012,57,Male,Sandals,Footwear,94,Spring,3.7,No,No,No,4,Monthly
2013,48,Male,Jeans,Clothing,53,Fall,3.2,No,No,No,5,Fortnightly
2014,39,Male,Backpack,Accessories,70,Winter,4.9,No,No,No,25,Quarterly
2015,51,Male,Skirt,Clothing,26,Summer,3.9,No,No,No,47,Bi-Weekly
2016,57,Male,Belt,Accessories,82,Summer,4.5,No,No,No,8,Fortnightly
2017,53,Male,Shoes,Footwear,47,Winter,3.4,No,No,No,20,Fortnightly
2018,70,Male,Socks,Clothing,32,Winter,4.1,No,No,No,42,Every 3 Months
2019,60,Male,Backpack,Accessories,97,Fall,4.5,No,No,No,20,Weekly
2020,31,Male,Shirt,Clothing,68,Winter,4.7,No,No,No,23,Fortnightly
2021,41,Male,Sweater,Clothing,23,Winter,4.8,No,No,No,26,Quarterly
2022,62,Male,Handbag,Accessories,33,Winter,4.4,No,No,No,48,Quarterly
2023,59,Male,Jewelry,Accessories,38,Winter,4,No,No,No,16,Bi-Weekly
2024,46,Male,Socks,Clothing,68,Winter,4.1,No,No,No,28,Bi-Weekly
2025,62,Male,Socks,Clothing,23,Fall,3.7,No,No,No,39,Weekly
2026,42,Male,Shirt,Clothing,29,Summer,3,No,No,No,43,Fortnightly
2027,37,Male,Scarf,Accessories,35,Winter,3.6,No,No,No,45,Every 3 Months
2028,50,Male,Shoes,Footwear,73,Fall,4.8,No,No,No,50,Every 3 Months
2029,29,Male,Shoes,Footwear,84,Fall,3.7,No,No,No,10,Bi-Weekly
2030,25,Male,Scarf,Accessories,23,Spring,4.6,No,No,No,40,Quarterly
2031,66,Male,Sunglasses,Accessories,67,Summer,2.8,No,No,No,38,Monthly
2032,21,Male,Socks,Clothing,51,Spring,4,No,No,No,2,Monthly
2033,46,Male,Blouse,Clothing,36,Winter,4.2,No,No,No,13,Annually
2034,57,Male,Jeans,Clothing,55,Summer,3.6,No,No,No,33,Annually
2035,61,Male,Shorts,Clothing,30,Spring,2.9,No,No,No,27,Monthly
2036,53,Male,T-shirt,Clothing,70,Summer,4.1,No,No,No,43,Weekly
2037,37,Male,Blouse,Clothing,63,Winter,3.1,No,No,No,46,Weekly
2038,39,Male,Belt,Accessories,87,Summer,4.3,No,No,No,7,Bi-Weekly
2039,53,Male,Blouse,Clothing,70,Spring,4.4,No,No,No,35,Fortnightly
2040,35,Male,T-shirt,Clothing,51,Spring,3.1,No,No,No,31,Bi-Weekly
2041,69,Male,Jewelry,Accessories,25,Spring,2.9,No,No,No,42,Quarterly
2042,66,Male,Jacket,Outerwear,32,Winter,3.2,No,No,No,14,Bi-Weekly
2043,19,Male,Shoes,Footwear,52,Spring,4,No,No,No,35,Monthly
2044,47,Male,Gloves,Accessories,33,Summer,2.7,No,No,No,49,Weekly
2045,49,Male,Jeans,Clothing,68,Spring,3,No,No,No,17,Fortnightly
2046,31,Male,Jewelry,Accessories,20,Fall,4.4,No,No,No,26,Quarterly
2047,39,Male,Pants,Clothing,32,Winter,2.8,No,No,No,30,Every 3 Months
2048,58,Male,Jewelry,Accessories,82,Summer,3.1,No,No,No,32,Annually
2049,45,Male,Sneakers,Footwear,64,Winter,3.9,No,No,No,35,Quarterly
2050,68,Male,Boots,Footwear,24,Fall,2.7,No,No,No,15,Annually
2051,35,Male,Hat,Accessories,96,Summer,3.4,No,No,No,10,Annually
2052,65,Male,T-shirt,Clothing,94,Spring,3.8,No,No,No,14,Monthly
2053,45,Male,Backpack,Accessories,48,Winter,3.7,No,No,No,30,Annually
2054,19,Male,Sunglasses,Accessories,60,Spring,4.5,No,No,No,16,Fortnightly
2055,65,Male,Sweater,Clothing,56,Spring,2.9,No,No,No,14,Annually
2056,28,Male,Handbag,Accessories,33,Fall,3.4,No,No,No,28,Weekly
2057,55,Male,Backpack,Accessories,46,Spring,4.4,No,No,No,29,Monthly
2058,66,Male,Socks,Clothing,37,Spring,4.2,No,No,No,5,Every 3 Months
2059,29,Male,Shirt,Clothing,98,Winter,3.3,No,No,No,17,Quarterly
2060,56,Male,Shorts,Clothing,50,Spring,3.7,No,No,No,50,Weekly
2061,21,Male,Belt,Accessories,63,Fall,3.2,No,No,No,23,Quarterly
2062,32,Male,Sweater,Clothing,70,Summer,2.6,No,No,No,22,Annually
2063,54,Male,Coat,Outerwear,63,Fall,2.8,No,No,No,15,Quarterly
2064,61,Male,Shorts,Clothing,86,Fall,2.9,No,No,No,32,Monthly
2065,31,Male,Shoes,Footwear,99,Summer,4,No,No,No,5,Monthly
2066,27,Male,Sneakers,Footwear,40,Spring,2.9,No,No,No,6,Bi-Weekly
2067,64,Male,Sneakers,Footwear,92,Fall,4.7,No,No,No,44,Fortnightly
2068,60,Male,Pants,Clothing,21,Fall,3.1,No,No,No,23,Fortnightly
2069,70,Male,Jewelry,Accessories,81,Summer,3.9,No,No,No,44,Monthly
2070,36,Male,T-shirt,Clothing,82,Fall,3.4,No,No,No,3,Quarterly
2071,56,Male,Jewelry,Accessories,88,Spring,3.1,No,No,No,14,Monthly
2072,69,Male,Jacket,Outerwear,100,Fall,4.8,No,No,No,37,Quarterly
2073,39,Male,Backpack,Accessories,66,Winter,3.9,No,No,No,22,Weekly
2074,38,Male,Belt,Accessories,25,Winter,3.5,No,No,No,2,Every 3 Months
2075,36,Male,Scarf,Accessories,53,Summer,3.1,No,No,No,44,Fortnightly
2076,46,Male,Sweater,Clothing,28,Fall,4.7,No,No,No,49,Monthly
2077,59,Male,Gloves,Accessories,23,Fall,4.6,No,No,No,22,Bi-Weekly
2078,64,Male,Scarf,Accessories,34,Fall,3.3,No,No,No,26,Annually
2079,49,Male,Dress,Clothing,42,Spring,3.2,No,No,No,40,Weekly
2080,32,Male,Jeans,Clothing,24,Summer,3.1,No,No,No,16,Quarterly
2081,29,Male,Sunglasses,Accessories,47,Fall,3.5,No,No,No,17,Bi-Weekly
2082,24,Male,Coat,Outerwear,78,Spring,4.3,No,No,No,48,Bi-Weekly
2083,41,Male,Jeans,Clothing,89,Summer,2.9,No,No,No,28,Every 3 Months
2084,41,Male,Scarf,Accessories,59,Fall,2.7,No,No,No,26,Fortnightly
2085,32,Male,Blouse,Clothing,94,Summer,4,No,No,No,43,Quarterly
2086,69,Male,Jeans,Clothing,49,Fall,4.6,No,No,No,38,Weekly
2087,65,Male,Dress,Clothing,89,Summer,4.7,No,No,No,36,Every 3 Months
2088,54,Male,Hat,Accessories,91,Summer,4.7,No,No,No,1,Weekly
2089,39,Male,Sandals,Footwear,89,Spring,4,No,No,No,49,Annually
2090,37,Male,Jacket,Outerwear,57,Spring,3.6,No,No,No,41,Every 3 Months
2091,51,Male,Socks,Clothing,71,Winter,3.4,No,No,No,21,Monthly
2092,26,Male,Jeans,Clothing,97,Fall,3,No,No,No,24,Quarterly
2093,42,Male,Sandals,Footwear,45,Fall,2.6,No,No,No,27,Weekly
2094,21,Male,Dress,Clothing,91,Spring,4.2,No,No,No,4,Annually
2095,53,Male,Socks,Clothing,25,Spring,3.4,No,No,No,19,Annually
2096,36,Male,Hoodie,Clothing,63,Fall,4,No,No,No,1,Fortnightly
2097,21,Male,Dress,Clothing,52,Summer,4.7,No,No,No,27,Annually
2098,33,Male,Sneakers,Footwear,43,Winter,3.9,No,No,No,5,Weekly
2099,49,Male,T-shirt,Clothing,28,Summer,3.3,No,No,No,20,Quarterly
2100,31,Male,T-shirt,Clothing,78,Summer,2.9,No,No,No,50,Annually
2101,68,Male,Sweater,Clothing,31,Spring,4.4,No,No,No,36,Fortnightly
2102,49,Male,Shirt,Clothing,23,Winter,3.6,No,No,No,12,Bi-Weekly
2103,23,Male,Hat,Accessories,25,Spring,4.5,No,No,No,23,Monthly
2104,30,Male,Pants,Clothing,86,Summer,3.7,No,No,No,21,Weekly
2105,53,Male,Shoes,Footwear,88,Spring,2.8,No,No,No,47,Weekly
2106,65,Male,Gloves,Accessories,35,Spring,4.5,No,No,No,38,Bi-Weekly
2107,60,Male,Jewelry,Accessories,34,Fall,4.4,No,No,No,40,Every 3 Months
